ID;category;link;comment;label;dimension;dimension_cm;description
72;crib;https://www.amazon.com/Dream-Me-Synergy-Convertible-Royal/dp/B00ZTO4YRC/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 53 x 29 x 39 inches;LxWxH 134.62 x 73.66 x 99.06 cm;Dream On Me Synergy 5-in-1 Convertible Crib in Royal Blue, Greenguard Gold Certified
73;crib;https://www.amazon.com/Dream-Addison-Convertible-Mini-Cherry/dp/B00O64RAHW/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 38 x 24 x 32 inches;LxWxH 96.52 x 60.96 x 81.28 cm;Dream On Me Addison 4-in-1 Convertible Mini Crib in Cherry, Greenguard Gold Certified
74;toy;https://www.amazon.com/Journey-Girls-Doll-Exclusive-Multicolor/dp/B07R6T3QC9/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 10 x 5 x 20 inches;LxWxH 25.40 x 12.70 x 50.80 cm;"Journey Girls 18"" Doll - Ilee, Amazon Exclusive"
75;furniture;https://www.amazon.com/Manhattan-Comfort-103GMC-Rockefeller-Mid-Century/dp/B07V2B48RB/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 35.24 x 17.52 x 28.86 inches;LxWxH 89.51 x 44.50 x 73.30 cm;"Manhattan Comfort Rockefeller Mid-Century Modern 3 Drawer Bedroom Dresser, 35.24"", Midnight Blue"
76;closet systems;https://www.amazon.com/Sauder-422426-HomePlus-Storage-Cabinet/dp/B0756MXTXP/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 23.31 x 17.01 x 70.91 inches;LxWxH 59.21 x 43.21 x 180.11 cm;Sauder HomePlus Storage Cabinet, Salt Oak finish
77;plant accessories;https://www.amazon.com/Hosleys-Cylinder-Weddings-Nautical-Meditation/dp/B00S6UTX1I/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 5.31 x 5.31 x 20 inches;LxWxH 13.49 x 13.49 x 50.80 cm;"Hosley's Natural Cylinder Tall Floor Vase 20"" High. Ideal Gift for Weddings, Home, Nautical Party, Spa, Meditation, Nautical/Natural Home decor, Spa, Reiki O6"
80;kitchen device;https://www.amazon.com/HadinEEon-Detachable-Automatic-Removable-Adjustable/dp/B08DC9H4YP/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 5.12 x 4.65 x 9.45 inches;LxWxH 13.00 x 11.81 x 24.00 cm;HadinEEon Electric Coffee grinder, 300W Detachable Coffee and Spice Grinder, Automatic Coffee Grinder with Removable Bowl, Compact Stainless Steel Coffee Grinder, 3 Adjustable Modes, 100g/12Cups
81;home décor;https://www.amazon.com/Empire-Art-Direct-Beveled-Rectangular/dp/B07LCRHXDF/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 24 x 1.26 x 54 inches;LxWxH 60.96 x 3.20 x 137.16 cm;"Empire Art Direct Moderno Wall, Solid Wood Frame with 1""-Beveled Center Rectangular Mirror for Bathroom,Bedroom,Living Room,Ready to Hang, 24"" x 54"", Clear"
86;bookcase;https://www.amazon.com/Sauder-413322-Beginnings-Bookcase-Highland/dp/B009AT8X9C/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 24.57 x 11.5 x 35.28 inches;LxWxH 62.41 x 29.21 x 89.61 cm;Sauder Beginnings 3-Shelf Bookcase, Highland Oak finish
89;organizer;https://www.amazon.com/DODYMPS-Foldable-Storage-Organizer-Elephant/dp/B07W6NYM5Q/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 13 x 13 x 13 inches;LxWxH 33.02 x 33.02 x 33.02 cm;DODYMPS Foldable Animal Toy Storage Bins/Cube/Box/Chest/Organizer for Kids & Nursery, 13 inch (Elephant)
93;TV and PC accessories;https://www.amazon.com/Brother-MFC-J880DW-Wireless-Automatic-Replenishment/dp/B013I2XBZW/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 15.7 x 13.4 x 6.8 inches;LxWxH 39.88 x 34.04 x 17.27 cm;Brother MFC-J880DW All-in-One Color Inkjet Printer, Compact & Easy to Connect, Wireless, Automatic Duplex Printing, Amazon Dash Replenishment Ready
95;pet accessories;https://www.amazon.com/Koller-Products-AquaView-gallon-Lighting/dp/B001B4KG2Q/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;;unknown;LxWxH 26.04 x 26.04 x 36.83 cm;LxWxH 10.25 x 10.25 x 14.5 inches;Koller Products AquaView 3-Gallon 360 Aquarium with LED Lighting (7 Color Choices) and Power Filter
1;kitchen device;https://www.amazon.com/WHD-113FW1-Freezer-Bedroom-Adjustable-Refrigerator/dp/B00MVVIMTW?ref_=Oct_s9_apbd_simh_hd_bw_bjv5lz&pf_rd_r=AQYYG3T8XB3FF5AWWSNX&pf_rd_p=f70f916e-e317-5950-bac2-a373e76febe3&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=678542011;PICTURES SHOWED BBIG FREEZER WHE IT WAS DELIVERED IT WAS TINY SMALL WAS NOT LIKE THE PICTURED SHOWED THREW IT IN THE TRASH THREW AWAY 160.ooI HOPE EVERY ONE WHO SEES THIS WILL NOT BE TAKENED IN AS I WAS AMAZON I WAS DISAPOINTED I LIVE ON SOCIAL SECURITY. SENIORS BE WARE I JUST WAS TAKENED FOR 160.00 PLUS SHIPPING AND HANDLEING;smaller;LxWxH 18.5 x 19.37 x 32.95 inches;LxWxH 46.99 x 49.19 x 83.69 cm ;Midea 3.1 Cu. Ft. Compact Refrigerator, WHD-113FW1 - White
2;kitchen device;https://www.amazon.com/AstroAI-Portable-Powered-Thermoelectric-Offices/dp/B07S2RBCT5/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true&th=1;It was super small, i recommend looking at the reciews before purchasing;smaller;LxWxH 9.45 x 6.89 x 10 inches;LxWxH 24 x 17.5 x 25.4 cm;AstroAI Mini Fridge 4 Liter/6 Can AC/DC Portable Thermoelectric Cooler and Warmer for Skincare, Foods, Medications, Home and Travel, White
3;home décor;https://www.amazon.com/VAVA-VA-CL006-Bedside-Breastfeeding-Control/dp/B0785DT97B/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;"Cannot read directions; too small. Cannot get this to work; a piece of garbage! That's where it's going";smaller;LxWxH 3.62 x 3.62 x 4.96 inches;LxWxH 9.19 x 9.19 x 12.59 cm;VAVA Home VA-CL006 Night Lights for Kids with Stable Charging Pad, ABS+PC Bedside Lamp for Breastfeeding, Touch Control&Timer Setting, White
4;toy;https://www.amazon.com/Fisher-Price-Soothe-Glow-Giraffe-Pink/dp/B00K7V7AOQ/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;Its not rubber, its cheap hard plastic. Also very small;smaller;LxWxH 4.75 x 5 x 11 inches;LxWxH  12.06 x 12.7 x 27.94 cm;Fisher Price Soothe & Glow Giraffe - Pink
5;furniture;https://www.amazon.com/Furinno-15080WNBK-Oval-Table-Walnut/dp/B01FX5CM8O/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;This is so small. I donated them to a plant nursery. That's what they're good for. Horrible;smaller;LxWxH 15.5 x 18.9 x 19.3 inches;LxWxH 39.37 x 48 x 49.02 cm;FURINNO Oval End Table, One, Walnut
6;furniture;https://www.amazon.com/FURINNO-11157AM-MBR-nightstand-Americano/dp/B07HG9L41D/ref=cm_cr_srp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;Child sized. Very very short and small.;smaller;LxWxH 15.5 x 15.5 x 17.5 inches;LxWxH 39.37 x 39.37 x 44.45 cm;FURINNO Andrey End Table Nightstand with Bin Drawer, 1-Pack, Americano/Medium Brown
7;furniture;https://www.amazon.com/Evelyn-Century-Modern-Fabric-Chair/dp/B07F266PMS/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;The chair is very small, Not at all plush and comfy as described, feels firm and cheap impossible to sink into this chair and relax, the arm rests are very uncomfortable as well, too low and have no cushion feels cardboard. So I don’t recommend.;smaller;LxWxH 32.28 x 31.5 x 32.68 inches;LxWxH 81.99 x 80.01 x 83 cm;Christopher Knight Home Evelyn Mid Century Modern Fabric Arm Chair, Beige & Walnut (305538)
8;furniture;https://www.amazon.com/NISUNS-OT01-Folding-Storage-Footrest/dp/B071HNGXGB/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true&th=1;The pictures are not what you get unless the model is 3 feet tall. This is too small for people and too big for dolls. I do not not what the purpose of this is.;smaller;LxWxH 11.81 x 11.81 x 11.81 inches;LxWxH 30.48 x 30.48 x 30.48 cm;Roll over image to zoom in NISUNS OT01 Linen Folding Storage Ottoman Cube Footrest Seat, 12 X 12 X 12 Inches (Linen Gray)
9;kitchen device;https://www.amazon.com/Panda-cu-ft-Compact-Laundry-Dryer/dp/B00EAY540S/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;Too small it look like play dryer for kids;smaller;LxWxH 19.5 x 16 x 24 inches;LxWxH 49.53 x 40.64 x 60.96 cm;Panda 110V Electric Portable Compact Laundry Clothes Dryer, 1.5 cu.ft, Stainless Steel Drum Black and White, PAN725SF
10;furniture;https://www.amazon.com/Flash-Furniture-HERCULES-Ladder-Restaurant/dp/B005OL4SNK/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;Bought this because it was rated to hold 300+ lbs for a large relative. Small seat could not accommodate a large person.;smaller;LxWxH 17 x 16.5 x 32.25 inches;LxWxH 43.18 x 41.91 x 81.91 cm;Flash Furniture HERCULES Series Black Ladder Back Metal Restaurant Chair - Black Vinyl Seat
11;plant accessories;https://www.amazon.com/AmazonBasics-WK830107-BK-Plant-Stand-Black/dp/B07TTTGQKZ/ref=cm_cr_arp_d_product_top?ie=UTF8;Smaller then I expected, I should have got out a tape measure. The plantes set in place without fasteners. With a larger plant it is too heavy.;smaller;LxWxH 9.45 x 9.45 x 23 inches;LxWxH 24.00 x 24.00 x 58.42 cm;Amazon Basics Plant Stand, Black
12;bookcase;https://www.amazon.com/HODEDAH-IMPORT-HID3-White-Bookcase/dp/B081S84XH4/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Extremely small;smaller;LxWxH 11.75 x 15.91 x 41 inches;LxWxH 29.84 x 40.41 x 104.14 cm;HODEDAH IMPORT Bookcase
14;home décor;https://www.amazon.com/Limelights-LT2024-GRY-Brushed-Charging-Outlet/dp/B075Z643G4/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Small and cheap looking and the little pull chain gets stuck! Don’t waste your time!;smaller;LxWxH 8.5 x 8.5 x 19.5 inches;LxWxH 21.59 x 21.59 x 49.53 cm;Limelights LT2024-GRY Brushed Steel Lamp with Charging Outlet and Fabric Shade, Grey
15;kitchen device;https://www.amazon.com/Model-Danby-DDW621WDB-Countertop-Dishwasher/dp/B01I6MHNQC/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too small i live by myself and i still end up having to do dishes everyday its garbage i wouldn't buy again;smaller;LxWxH 19.69 x 21.65 x 17.24 inches;LxWxH 50.01 x 54.99 x 43.79 cm;Danby DDW621WDB Countertop Dishwasher with 6 Place Settings, 6 Wash Cycles and Silverware Basket, Energy Star-Rated with Low Water Consumption and Quiet Operation
16;plant accessories;https://www.amazon.com/Stonebriar-Beach-Nostalgia-Large-Weathered/dp/B01LXQF4N0/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true&th=1;They claim this is a floor vase however it is a very small vase it is not a flower vase. When reading the description it says 5.9 inches not 5’9” very confusing very misleading I will be returning mine;smaller;LxWxH 5.19 x 15.94 x 5.19 inches;LxWxH 13.18 x 40.49 x 13.18 cm;Stonebriar Beach Nostalgia Large Weathered Pale Ocean Wood Vase, Light Blue
17;furniture;https://www.amazon.com/QOROOS-Ergonomic-Support-Computer-Adjustable/dp/B0897M1MBP/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;"This chair is almost 3"" lower then it should be. It may be good for kids but not for an adult. Small Small Small. Hurts my legs, back, feet... ETC If you want a small chair this is good for you..";smaller;LxWxH 19.7 x 23.2 x 34.6 inches;LxWxH 50.04 x 58.93 x 87.88 cm;QOROOS Mid Back Mesh Office Chair Ergonomic Swivel Black Mesh Desk Chair Flip Up Arms with Lumbar Support Computer Chair Adjustable Height Task Chairs
18;furniture;https://www.amazon.com/Urban-Shop-Micromink-Saucer-Chair/dp/B088G2GB3V/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true&th=1;Chair is really small, fits my 7 year old perfect but that’s not who it was purchased for. ;smaller;LxWxH 32 x 27 x 29.5 inches;LxWxH 81.28 x 68.58 x 74.93 cm;Urban Shop Micromink Saucer Chair, Grey
19;furniture;https://www.amazon.com/AmazonBasics-Swivel-Lounge-headrest-Adjustable/dp/B07Q2PGH2T/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;I was aware this chair was in the small side but wasn’t prepared for how small it actually was. ;smaller;LxWxH 26.3 x 23.5 x 13.7 inches;LxWxH 66.80 x 59.69 x 34.80 cm;Amazon Basics Swivel Foam Lounge Chair - with Headrest, Adjustable, Denim
20;furniture;https://www.amazon.com/D%C3%A9cor-Therapy-1-Door-Drawer-Vintage/dp/B00QLJWCW8/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;It is very small. Bought it to use as a night stand. Too small for our room. ;smaller;LxWxH 29.65 x 21.1 x 21.1 inches;LxWxH 75.31 x 53.59 x 53.59 cm;Decor Therapy Side Table, Vintage Cherry Finish
21;waste basket;https://www.amazon.com/Umbra-Waste-Gallon-Swing-Bronze/dp/B01M5GHBAV/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Attractive and as described but too small for my needs. It's really tiny. I should have paid closer attention to the size.;smaller;LxWxH 8.82 x 7.09 x 6.89 inches;LxWxH 22.40 x 18.01 x 17.50 cm;Umbra Mini Waste Can 1-1/2 Gallon with Swing Lid, Bronze
22;heating & cooling;https://www.amazon.com/LIFEPLUS-Fireplace-Realistic-Overheating-Protection/dp/B08BNLP61N/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;It was way smaller than I thought it was. It's nice but too small.;smaller;LxWxH 13.5 x 6.5 x 9.8 inches;LxWxH 34.29 x 16.51 x 24.89 cm;LIFEPLUS Electric Fireplace with 3D Realistic Flame Effect, Portable Fireplace Heater 2 Modes Setting, Overheating Safety Protection, Small Space Heater for Indoor Use, 1200w, Wood Frame
23;kitchen device;https://www.amazon.com/Panasonic-NB-G110P-FlashXpress-Infrared-Removable/dp/B008C9UFDI/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;I sent this oven back upon seeing the small size. Hardly worth it.;smaller;LxWxH 12 x 13 x 10.25 inches;LxWxH 30.48 x 33.02 x 26.04 cm;Panasonic FlashXpress Compact Toaster Oven with Double Infrared Heating, Crumb Tray and 1300 Watts of Cooking Power - 4 Slice Countertop Toaster Oven - NB-G110P (Stainless Steel)
25;kitchen device;https://www.amazon.com/ROVSUN-Portable-Washing-Machine-Electric/dp/B0789H2XBQ/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true&th=1; I want to change it. It too small;smaller;LxWxH 21.8 x 14.8 x 23.2 inches;LxWxH 55.37 x 37.59 x 58.93 cm;ROVSUN 10 LBS Portable Washing Machine with Twin Tub Electric Compact Mini Washer, Energy/Save Space, Laundry Spin Cycle w/Hose, Perfect for Home RV Camping Dorms College Room
26;kitchen device;https://www.amazon.com/Danby-DAR044A6DDB-Contemporary-Classic-Refrigerator/dp/B01DJFHC5I/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;A little small than i expected but works great!;smaller;LxWxH 21.3 x 20.75 x 33.07 inches;LxWxH 54.10 x 52.70 x 84.00 cm;Danby DAR044A6DDB 4.4 Cu.Ft. Mini Fridge, Compact Refrigerator For Bedroom, Living Room, Bar, Dorm, Kitchen, Office, E-Star In Silver
27;furniture;https://www.amazon.com/Best-Choice-Products-Leather-Convertible/dp/B074PDCV85/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Mini sized - very low to the ground;smaller;LxWxH 69 x 33 x 30 inches;LxWxH 175.26 x 83.82 x 76.20 cm;Best Choice Products Convertible Lounge Futon Sofa Bed w/Adjustable Back, Sturdy Wood Frame, Faux Leather, Tufted Design - Black
28;furniture;https://www.amazon.com/Adeco-Footstools-Waterproof-Upholstered-Lightweight/dp/B089M6KF9P/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1;"Pay attention to the dimensions, way smaller than anticipated. I'm not even sure if it was 9"" off the ground. O.o";smaller;LxWxH 15.7x15.7x9.1inches;LxWxH 39.88 x 39.88 x 23.11 cm;Adeco 15’’ Small Ottoman Footstools- Waterproof Brown Distressed Faux Leather Upholstered Foot Rest with Plastic Legs- Lightweight and Portable
29;kitchen device;https://www.amazon.com/Instant-Pot-Omni-Plus-Toaster/dp/B07V3NM8QL/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too small, pictures and descriptions misleading;smaller;LxWxH 17.68 x 16.34 x 14.39 inches;LxWxH 44.91 x 41.50 x 36.55 cm;Instant Omni Plus Air Fryer Toaster Oven 11 in 1, 26L, Rotisserie, Reheat Pizza, XL
30;kitchen device;https://www.amazon.com/Breville-BOV800XL-1800-Watt-Convection-Toaster/dp/B001L5TVGW/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too small, sent it back;smaller;LxWxH 15.7 x 18.5 x 11 inches;LxWxH 39.88 x 46.99 x 27.94 cm;Breville BOV800XL Smart Oven 1800-Watt Convection Toaster Oven with Element IQ, Silver
31;waste basket;https://www.amazon.com/Ubbi-Locking-Required-Registry-Must-Have/dp/B087GQY68L/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Keeps the smell in. We have twins so we go through a lot of smelly diapers. Wish the size was bigger.;smaller;LxWxH 11.38 x 8.38 x 19.5 inches;LxWxH 8.91 x 21.29 x 49.53 cm;Ubbi Steel Odor Locking, No Special Bag Required, Money Saving, Modern Design, Registry Must-Have Diaper Pail, Blush Pink
32;vacuum cleaner;https://www.amazon.com/Shark-Navigator-Lift-Away-Professional-NV356E/dp/B005KMDV9A/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;I sent the vacuum cleaner back when I saw it was 9 inches wide. Too small;smaller;LxWxH 14.96 x 11.4 x 45.5 inches;LxWxH 38.00 x 28.96 x 115.57 cm;Shark NV356E S2 Navigator Lift-Away Professional Upright Vacuum with Pet Power Brush and Crevice Tool, White/Silver
33;vacuum cleaner;https://www.amazon.com/BISSELL-Featherweight-Lightweight-Bagless-2033M/dp/B081HQFJWZ/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true&th=1;Kids toy. Prob good for hardwood. Not good for tile. About the size of a kids toy.;smaller;LxWxH 8.3 x 9.5 x 44.1 inches;LxWxH 21.08 x 24.13 x 112.01 cm;BISSELL Featherweight Stick Lightweight Bagless Vacuum with Crevice Tool, 2033M, Black
34;kitchen device;https://www.amazon.com/Instant-Vortex-Plus-Rotisserie-10/dp/B07VM28XTR/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Was to small returned item;smaller;LxWxH 13.23 x 13.23 x 14.37 inches;LxWxH 33.60 x 33.60 x 36.50 cm;Instant Vortex Plus Air Fryer Oven 7 in 1 with Rotisserie, 10 Qt, EvenCrisp Technology
35;kitchen device;https://www.amazon.com/Airfryer-Convection-Rotisserie-Dehydrator-Certified/dp/B088K31Z21/ref=cm_cr_arp_d_pdt_img_top?ie=UTF8&-21&ntap_updated=true;The air fryer is too small and makes a loud noise when it is on.;smaller;LxWxH 15.2 x 15.2 x 15.4 inches;LxWxH 38.61 x 38.61 x 39.12 cm;10-in-1 Air Fryer Oven, 20 Quart Airfryer Toaster Oven Combo, 1800W Large Air Fryers, Convection Toaster Oven with Rotisserie Dehydrator, ETL Certified
36;plant accessories;https://www.amazon.com/WGV-Clear-Cylinder-Glass-20-Inch/dp/B008NUQEQ8/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;It appears large in the picture but it's small.;smaller;LxWxH 4 x 4 x 20 inches;LxWxH 10.16 x 10.16 x 50.80 cm;"WGV Cylinder Vase, 4"" W x 20"" H, Floral Container, Glass Candle Holder Centerpiece Planter Terrarium for Wedding Party Event, Home Office Decor, Clear, 1 Piece"
37;kitchen device;https://www.amazon.com/Instant-Pot-Multi-Use-Programmable-Pressure/dp/B00FLYWNYQ/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Didn’t realize it wAs so small until I went to use it and opened the box. By that time I was past the 30 day return policy. It’s useless unless all you are doing is cooking for 2 person or just making queso.;smaller;LxWxH 13.38 x 12.2 x 12.48 inches;LxWxH 33.99 x 30.99 x 31.70 cm;Instant Pot Duo 7-in-1 Electric Pressure Cooker, Sterilizer, Slow Cooker, Rice Cooker, Steamer, Saute, Yogurt Maker, and Warmer, 6 Quart, 14 One-Touch Programs
38;furniture;https://www.amazon.com/SentrySafe-Depository-Small-Money-UC-025K/dp/B002CJMC7Q/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Not what I expected. Too small, can hold in both hands.;smaller;LxWxH 12.3 x 6 x 8.5 inches;LxWxH 31.24 x 15.24 x 21.59 cm;SentrySafe UC-025K Depository Safe, 0.23 cu ft (small), Grey
39;kitchen device;https://www.amazon.com/Hamilton-Beach-Coffee-Grinder-80335R/dp/B005EPRFKO/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;This is way too small and noisy;smaller;LxWxH 3.74 x 3.54 x 7.13 inches;LxWxH 9.50 x 8.99 x 18.11 cm;Hamilton Beach Fresh Grind 4.5 Oz Electric Coffee Grinder for Beans, Spices and More, Stainless Steel Blades, Black
40;toy;https://www.amazon.com/EzPosterPrints-Bodybuilding-Motivational-Inspirational-MOTIVATION-QUOTE-27-18X12/dp/B07RHDG48N/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;It’s way to small to be noticable;smaller;LxWxH 18 x 12 x 12 inches;LxWxH 45.72 x 30.48 x 30.48 cm;EzPosterPrints - Bodybuilding Men Girl Fitness Workout Quotes Motivational Inspirational Muscle Gym Posters - Wall Art Print for Home Office Gym - MOTIVATION-QUOTE-27-18X12 inches
41;kitchen device;https://www.amazon.com/Breville-BCB100-Barista-Style-Coffee-Knock/dp/B000MDASE8/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;very very small size;smaller;LxWxH 6 x 7 x 7 inches;LxWxH 15.24 x 17.78 x 17.78 cm;Breville BCB100 Knock Box, Die-cast
42;home décor;https://www.amazon.com/Design-Toscano-Pedestal-Sculpture-Polyresin/dp/B003M0KBA4/ref=cm_cr_arp_d_bdcrb_top?ie=UTF8&-21&ntap_updated=true;It was not what I expected it was too short.;smaller;LxWxH 11 x 11 x 29 inches;LxWxH 27.94 x 27.94 x 73.66 cm;Design Toscano NG32459 Column of Maenads Display Pedestal Sculpture, antique stone
